"long","lat","order","hole","piece","DPA_PROVIN","group"
770262.3294,9716934.1303,1,FALSE,"1","01","01.1"
771727.1451,9716771.862,2,FALSE,"1","01","01.1"
770488.5393,9713392.4104,3,FALSE,"1","01","01.1"
771134.0242,9711302.4199,4,FALSE,"1","01","01.1"
773872.1353,9709416.8037,5,FALSE,"1","01","01.1"
774821.8906,9710201.0619,6,FALSE,"1","01","01.1"
775445.592,9712810.7276,7,FALSE,"1","01","01.1"
776377.5085,9714247.0631,8,FALSE,"1","01","01.1"
778187.8684,9715434.9593,9,FALSE,"1","01","01.1"
780140.9967,9715350.0325,10,FALSE,"1","01","01.1"
782351.6511,9713323.2849,11,FALSE,"1","01","01.1"
784217.5981,9712952.1704,12,FALSE,"1","01","01.1"
786213.9658,9710323.1686,13,FALSE,"1","01","01.1"
786633.1827,9708898.4631,14,FALSE,"1","01","01.1"
785233.5251,9707490.3695,15,FALSE,"1","01","01.1"
780763.4649,9705368.0182,16,FALSE,"1","01","01.1"
779595.225,9705678.3488,17,FALSE,"1","01","01.1"
776368.2441,9703666.5415,18,FALSE,"1","01","01.1"
774564.5537,9701974.4742,19,FALSE,"1","01","01.1"
771648.8029,9701678.3976,20,FALSE,"1","01","01.1"
769300.71,9700493.0842,21,FALSE,"1","01","01.1"
766908.4878,9694504.7231,22,FALSE,"1","01","01.1"
765154.5205,9692005.6552,23,FALSE,"1","01","01.1"
767434.9532,9688154.5858,24,FALSE,"1","01","01.1"
769271.2656,9687202.5998,25,FALSE,"1","01","01.1"
769645.5503,9684819.6054,26,FALSE,"1","01","01.1"
766808.5481,9682301.7077,27,FALSE,"1","01","01.1"
765068.0536,9679302.2722,28,FALSE,"1","01","01.1"
763199.3928,9677556.0109,29,FALSE,"1","01","01.1"
763647.9237,9675432.1512,30,FALSE,"1","01","01.1"
762691.4403,9673581.5739,31,FALSE,"1","01","01.1"
763327.1093,9671662.6739,32,FALSE,"1","01","01.1"
762465.6775,9670204.192,33,FALSE,"1","01","01.1"
760276.4677,9668965.5274,34,FALSE,"1","01","01.1"
760426.6192,9667549.9371,35,FALSE,"1","01","01.1"
758654.3485,9665293.8819,36,FALSE,"1","01","01.1"
758570.8893,9661175.5137,37,FALSE,"1","01","01.1"
757314.0032,9660342.4023,38,FALSE,"1","01","01.1"
756880.7124,9656507.8646,39,FALSE,"1","01","01.1"
755247.0462,9654043.6816,40,FALSE,"1","01","01.1"
752231.9188,9652490.4119,41,FALSE,"1","01","01.1"
749990.1022,9651939.1455,42,FALSE,"1","01","01.1"
749482.9371,9650535.2538,43,FALSE,"1","01","01.1"
747277.8716,9649300.4171,44,FALSE,"1","01","01.1"
745684.9927,9647157.0693,45,FALSE,"1","01","01.1"
743193.5281,9645056.431,46,FALSE,"1","01","01.1"
741577.1529,9642688.1661,47,FALSE,"1","01","01.1"
739866.039,9641140.7118,48,FALSE,"1","01","01.1"
738175.3453,9642776.3021,49,FALSE,"1","01","01.1"
735606.8189,9640514.8299,50,FALSE,"1","01","01.1"
733162.2937,9639786.595,51,FALSE,"1","01","01.1"
731755.0645,9637930.5988,52,FALSE,"1","01","01.1"
729328.8946,9637699.6329,53,FALSE,"1","01","01.1"
729553.3068,9635740.9761,54,FALSE,"1","01","01.1"
727381.5982,9634971.5139,55,FALSE,"1","01","01.1"
728106.9682,9633567.0665,56,FALSE,"1","01","01.1"
728547.1751,9630430.9957,57,FALSE,"1","01","01.1"
724559.6801,9629421.1199,58,FALSE,"1","01","01.1"
719022.2413,9627007.1827,59,FALSE,"1","01","01.1"
719102.9447,9625803.9166,60,FALSE,"1","01","01.1"
717729.7051,9624707.0383,61,FALSE,"1","01","01.1"
715561.6207,9620844.1286,62,FALSE,"1","01","01.1"
716038.6311,9617450.5556,63,FALSE,"1","01","01.1"
717393.5952,9615957.7372,64,FALSE,"1","01","01.1"
717162.6233,9614655.2334,65,FALSE,"1","01","01.1"
714973.9695,9612894.9062,66,FALSE,"1","01","01.1"
714756.8893,9611459.463,67,FALSE,"1","01","01.1"
715744.1486,9608986.4735,68,FALSE,"1","01","01.1"
717262.025,9607352.8227,69,FALSE,"1","01","01.1"
715946.7397,9604879.8421,70,FALSE,"1","01","01.1"
715917.1469,9601328.2625,71,FALSE,"1","01","01.1"
713174.6694,9599249.5461,72,FALSE,"1","01","01.1"
711567.7526,9599056.2678,73,FALSE,"1","01","01.1"
708965.343,9601724.6812,74,FALSE,"1","01","01.1"
707579.0254,9601743.0637,75,FALSE,"1","01","01.1"
706660.4827,9606469.6533,76,FALSE,"1","01","01.1"
707361.9603,9608444.7043,77,FALSE,"1","01","01.1"
707009.374,9609871.9209,78,FALSE,"1","01","01.1"
705175.9224,9611597.8738,79,FALSE,"1","01","01.1"
704276.4464,9616200.6444,80,FALSE,"1","01","01.1"
702718.4077,9616511.9883,81,FALSE,"1","01","01.1"
702137.9701,9619351.5861,82,FALSE,"1","01","01.1"
697991.5515,9617976.3223,83,FALSE,"1","01","01.1"
692689.7916,9615448.8533,84,FALSE,"1","01","01.1"
691397.1189,9615503.0734,85,FALSE,"1","01","01.1"
690021.0133,9616656.5279,86,FALSE,"1","01","01.1"
688410.1539,9620926.5874,87,FALSE,"1","01","01.1"
688877.8142,9623186.0131,88,FALSE,"1","01","01.1"
687911.4247,9623999.1733,89,FALSE,"1","01","01.1"
688692.5582,9626549.0783,90,FALSE,"1","01","01.1"
688224.6108,9628744.8925,91,FALSE,"1","01","01.1"
685332.8763,9630394.1765,92,FALSE,"1","01","01.1"
679750.1957,9629965.2219,93,FALSE,"1","01","01.1"
676777.3826,9630412.4714,94,FALSE,"1","01","01.1"
674522.226,9630285.3974,95,FALSE,"1","01","01.1"
671980.9845,9631752.5369,96,FALSE,"1","01","01.1"
670938.4485,9631757.4129,97,FALSE,"1","01","01.1"
668688.2123,9633374.9687,98,FALSE,"1","01","01.1"
664917.998,9634307.1581,99,FALSE,"1","01","01.1"
662227.9061,9633545.4046,100,FALSE,"1","01","01.1"
658933.9552,9633573.6854,101,FALSE,"1","01","01.1"
657681.6924,9632426.5598,102,FALSE,"1","01","01.1"
649354.7821,9632321.7106,103,FALSE,"1","01","01.1"
648514.8961,9632896.8606,104,FALSE,"1","01","01.1"
650602.3797,9634950.8384,105,FALSE,"1","01","01.1"
651873.1129,9638764.6205,106,FALSE,"1","01","01.1"
651535.5995,9641014.2998,107,FALSE,"1","01","01.1"
653152.3973,9643214.7871,108,FALSE,"1","01","01.1"
655315.0083,9644416.8327,109,FALSE,"1","01","01.1"
655822.8605,9648482.893,110,FALSE,"1","01","01.1"
653400.8215,9651842.1936,111,FALSE,"1","01","01.1"
651780.5535,9653178.4363,112,FALSE,"1","01","01.1"
646560.565,9655525.1115,113,FALSE,"1","01","01.1"
645709.6044,9656656.3524,114,FALSE,"1","01","01.1"
640502.0406,9657782.4501,115,FALSE,"1","01","01.1"
637437.4359,9661402.2212,116,FALSE,"1","01","01.1"
638963.9536,9662408.3383,117,FALSE,"1","01","01.1"
640653.2841,9667239.4818,118,FALSE,"1","01","01.1"
641720.8341,9666670.0757,119,FALSE,"1","01","01.1"
642650.8237,9669052.0981,120,FALSE,"1","01","01.1"
641585.0257,9670564.5998,121,FALSE,"1","01","01.1"
648449.0959,9671352.0648,122,FALSE,"1","01","01.1"
649565.4954,9669838.0579,123,FALSE,"1","01","01.1"
650569.891,9670181.3133,124,FALSE,"1","01","01.1"
649902.7031,9675427.7132,125,FALSE,"1","01","01.1"
656215.1703,9679135.1504,126,FALSE,"1","01","01.1"
656090.68,9680742.1345,127,FALSE,"1","01","01.1"
654670.3134,9681527.5723,128,FALSE,"1","01","01.1"
653895.183,9684006.5148,129,FALSE,"1","01","01.1"
652071.2681,9684919.9105,130,FALSE,"1","01","01.1"
649593.3929,9688163.931,131,FALSE,"1","01","01.1"
652112.1839,9689142.7395,132,FALSE,"1","01","01.1"
654552.853,9691357.6471,133,FALSE,"1","01","01.1"
652904.4849,9694357.7361,134,FALSE,"1","01","01.1"
653305.0334,9695560.8358,135,FALSE,"1","01","01.1"
663210.5373,9697813.5129,136,FALSE,"1","01","01.1"
664783.4771,9699375.8779,137,FALSE,"1","01","01.1"
664535.2008,9700527.949,138,FALSE,"1","01","01.1"
668049.04,9701243.4603,139,FALSE,"1","01","01.1"
668632.34,9702648.04,140,FALSE,"1","01","01.1"
666538.9973,9705546.8219,141,FALSE,"1","01","01.1"
666650.0589,9707155.0175,142,FALSE,"1","01","01.1"
668563.7716,9706952.2267,143,FALSE,"1","01","01.1"
670629.1887,9710209.3243,144,FALSE,"1","01","01.1"
670110.0632,9712976.5463,145,FALSE,"1","01","01.1"
675459.6885,9711462.9458,146,FALSE,"1","01","01.1"
674455.242,9714510.0513,147,FALSE,"1","01","01.1"
675068.16,9716489.37,148,FALSE,"1","01","01.1"
675565.1619,9720211.9895,149,FALSE,"1","01","01.1"
674821.94,9720659.8973,150,FALSE,"1","01","01.1"
674928.2148,9723695.5779,151,FALSE,"1","01","01.1"
678466.4638,9723889.1712,152,FALSE,"1","01","01.1"
680073.3032,9720488.8481,153,FALSE,"1","01","01.1"
680904.8268,9717279.8902,154,FALSE,"1","01","01.1"
682784.9074,9716103.9357,155,FALSE,"1","01","01.1"
685988.0377,9717160.6786,156,FALSE,"1","01","01.1"
689583.4854,9716278.6902,157,FALSE,"1","01","01.1"
690692.0359,9716868.0339,158,FALSE,"1","01","01.1"
693978.765,9715381.4607,159,FALSE,"1","01","01.1"
695076.4471,9710907.4578,160,FALSE,"1","01","01.1"
694639.0182,9709296.5827,161,FALSE,"1","01","01.1"
695245.2757,9707741.0327,162,FALSE,"1","01","01.1"
695324.5392,9704132.2526,163,FALSE,"1","01","01.1"
697289.2179,9700260.0145,164,FALSE,"1","01","01.1"
698460.9359,9698909.6075,165,FALSE,"1","01","01.1"
703075.5283,9699290.8563,166,FALSE,"1","01","01.1"
704187.9631,9698043.6737,167,FALSE,"1","01","01.1"
706249.9065,9698061.959,168,FALSE,"1","01","01.1"
706353.6991,9699778.9171,169,FALSE,"1","01","01.1"
709495.1699,9699532.1215,170,FALSE,"1","01","01.1"
713684.7483,9698051.5597,171,FALSE,"1","01","01.1"
713456.5271,9700503.9548,172,FALSE,"1","01","01.1"
714099.5642,9701915.7211,173,FALSE,"1","01","01.1"
717927.2547,9703733.1679,174,FALSE,"1","01","01.1"
719950.5145,9702659.7233,175,FALSE,"1","01","01.1"
721828.8402,9698666.5749,176,FALSE,"1","01","01.1"
723372.9801,9698419.474,177,FALSE,"1","01","01.1"
722996.4822,9695952.2716,178,FALSE,"1","01","01.1"
725295.9858,9695944.8752,179,FALSE,"1","01","01.1"
727535.5432,9693784.9779,180,FALSE,"1","01","01.1"
728302.9536,9692165.4694,181,FALSE,"1","01","01.1"
728070.9255,9688517.2986,182,FALSE,"1","01","01.1"
728515.961,9687078.5103,183,FALSE,"1","01","01.1"
733392.2896,9686227.7267,184,FALSE,"1","01","01.1"
735253.9629,9686444.7436,185,FALSE,"1","01","01.1"
736305.799,9687643.8288,186,FALSE,"1","01","01.1"
739485.6035,9687740.7609,187,FALSE,"1","01","01.1"
742090.7973,9687351.5337,188,FALSE,"1","01","01.1"
742108.0269,9690486.9051,189,FALSE,"1","01","01.1"
744207.2065,9692756.7129,190,FALSE,"1","01","01.1"
745128.7692,9694706.4632,191,FALSE,"1","01","01.1"
745410.7773,9697531.6613,192,FALSE,"1","01","01.1"
744563.9206,9699740.5447,193,FALSE,"1","01","01.1"
746143.5058,9701324.021,194,FALSE,"1","01","01.1"
747963.5731,9704315.7277,195,FALSE,"1","01","01.1"
750163.856,9704127.2323,196,FALSE,"1","01","01.1"
752197.2231,9702355.2397,197,FALSE,"1","01","01.1"
755093.3335,9702809.4346,198,FALSE,"1","01","01.1"
757519.0147,9704880.463,199,FALSE,"1","01","01.1"
759589.2954,9704044.7094,200,FALSE,"1","01","01.1"
760372.7289,9706370.1029,201,FALSE,"1","01","01.1"
762806.8775,9707063.3024,202,FALSE,"1","01","01.1"
764966.853,9709168.2875,203,FALSE,"1","01","01.1"
764043.7446,9711636.3891,204,FALSE,"1","01","01.1"
764408.7163,9713070.6195,205,FALSE,"1","01","01.1"
769033.1841,9715194.0346,206,FALSE,"1","01","01.1"
770262.3294,9716934.1303,207,FALSE,"1","01","01.1"
737900.2504,9868221.511,208,FALSE,"1","02","02.1"
734535.1017,9864981.4898,209,FALSE,"1","02","02.1"
734355.1814,9862746.2996,210,FALSE,"1","02","02.1"
735063.1975,9860403.162,211,FALSE,"1","02","02.1"
733988.9862,9857103.2955,212,FALSE,"1","02","02.1"
732460.7562,9853993.9354,213,FALSE,"1","02","02.1"
729443.4539,9849572.2483,214,FALSE,"1","02","02.1"
730691.218,9847921.255,215,FALSE,"1","02","02.1"
730236.1334,9845123.038,216,FALSE,"1","02","02.1"
731829.0677,9844048.2637,217,FALSE,"1","02","02.1"
732944.5273,9841377.3757,218,FALSE,"1","02","02.1"
736004.3794,9838239.9046,219,FALSE,"1","02","02.1"
735509.6442,9837388.9763,220,FALSE,"1","02","02.1"
736267.5225,9834678.2795,221,FALSE,"1","02","02.1"
737177.7967,9833256.6724,222,FALSE,"1","02","02.1"
735269.5634,9830762.9459,223,FALSE,"1","02","02.1"
735174.553,9827074.5647,224,FALSE,"1","02","02.1"
733895.3647,9824681.2025,225,FALSE,"1","02","02.1"
734623.424,9823084.6181,226,FALSE,"1","02","02.1"
736011.7609,9821884.8863,227,FALSE,"1","02","02.1"
738932.2789,9821157.7809,228,FALSE,"1","02","02.1"
739056.3847,9818176.8183,229,FALSE,"1","02","02.1"
739851.374,9816802.5962,230,FALSE,"1","02","02.1"
739641.048,9815278.0772,231,FALSE,"1","02","02.1"
738146.7517,9814796.5153,232,FALSE,"1","02","02.1"
737417.1284,9810115.2746,233,FALSE,"1","02","02.1"
736511.2162,9809522.4984,234,FALSE,"1","02","02.1"
735287.9107,9806205.4817,235,FALSE,"1","02","02.1"
733982.0508,9806522.6426,236,FALSE,"1","02","02.1"
732851.288,9805272.45,237,FALSE,"1","02","02.1"
731021.7429,9805109.5487,238,FALSE,"1","02","02.1"
728082.2259,9805966.0145,239,FALSE,"1","02","02.1"
724394.9793,9805916.4756,240,FALSE,"1","02","02.1"
722677.3656,9804170.2609,241,FALSE,"1","02","02.1"
721131.7569,9803799.0636,242,FALSE,"1","02","02.1"
721674.7561,9800498.3024,243,FALSE,"1","02","02.1"
721087.9912,9796476.7212,244,FALSE,"1","02","02.1"
720032.3836,9794453.8323,245,FALSE,"1","02","02.1"
721494.8461,9789843.9144,246,FALSE,"1","02","02.1"
721565.6807,9784931.1088,247,FALSE,"1","02","02.1"
720643.3325,9783205.8795,248,FALSE,"1","02","02.1"
720415.3433,9778694.4969,249,FALSE,"1","02","02.1"
719696.9851,9777980.6359,250,FALSE,"1","02","02.1"
718592.6874,9772042.4595,251,FALSE,"1","02","02.1"
719936.6159,9770437.1382,252,FALSE,"1","02","02.1"
719237.2078,9766464.8711,253,FALSE,"1","02","02.1"
717008.8738,9763366.1786,254,FALSE,"1","02","02.1"
713355.3633,9759070.9341,255,FALSE,"1","02","02.1"
710268.7481,9756692.7223,256,FALSE,"1","02","02.1"
708291.1009,9756425.731,257,FALSE,"1","02","02.1"
709453.7885,9758595.4787,258,FALSE,"1","02","02.1"
707177.0029,9758605.6321,259,FALSE,"1","02","02.1"
708358.4875,9760852.4935,260,FALSE,"1","02","02.1"
710221.4633,9762171.4827,261,FALSE,"1","02","02.1"
710520.5959,9764115.2159,262,FALSE,"1","02","02.1"
708562.0032,9766266.82,263,FALSE,"1","02","02.1"
707314.482,9765522.5761,264,FALSE,"1","02","02.1"
704419.5231,9765349.6294,265,FALSE,"1","02","02.1"
702920.6367,9762710.8892,266,FALSE,"1","02","02.1"
701180.772,9763913.061,267,FALSE,"1","02","02.1"
699805.3577,9764067.298,268,FALSE,"1","02","02.1"
699837.6811,9766514.9936,269,FALSE,"1","02","02.1"
698466.3544,9767889.8411,270,FALSE,"1","02","02.1"
699183.7268,9770593.8012,271,FALSE,"1","02","02.1"
698702.4498,9772166.1031,272,FALSE,"1","02","02.1"
697059.746,9774298.111,273,FALSE,"1","02","02.1"
697402.1674,9776057.0607,274,FALSE,"1","02","02.1"
695417.9458,9777497.023,275,FALSE,"1","02","02.1"
694771.8617,9780876.1554,276,FALSE,"1","02","02.1"
693443.5141,9783313.3371,277,FALSE,"1","02","02.1"
693706.9702,9785759.598,278,FALSE,"1","02","02.1"
694769.8788,9787640.3163,279,FALSE,"1","02","02.1"
695366.1752,9790350.4352,280,FALSE,"1","02","02.1"
694702.1196,9791706.1166,281,FALSE,"1","02","02.1"
695077.5208,9794287.7816,282,FALSE,"1","02","02.1"
696735.6686,9796288.339,283,FALSE,"1","02","02.1"
696105.8606,9797853.2276,284,FALSE,"1","02","02.1"
694680.792,9798770.7014,285,FALSE,"1","02","02.1"
695907.6998,9800501.2905,286,FALSE,"1","02","02.1"
694820.7547,9802498.5171,287,FALSE,"1","02","02.1"
694995.7141,9803989.6238,288,FALSE,"1","02","02.1"
698621.9,9807483.44,289,FALSE,"1","02","02.1"
697043.18,9807605.61,290,FALSE,"1","02","02.1"
694739.17,9809397.97,291,FALSE,"1","02","02.1"
692507.09,9812294.72,292,FALSE,"1","02","02.1"
694314.25,9812989.55,293,FALSE,"1","02","02.1"
694477.8,9814729.36,294,FALSE,"1","02","02.1"
691559.3601,9815706.22,295,FALSE,"1","02","02.1"
690091.5132,9815464.2626,296,FALSE,"1","02","02.1"
690323.5269,9817384.4096,297,FALSE,"1","02","02.1"
686690.6516,9816527.9652,298,FALSE,"1","02","02.1"
686621.9069,9817958.4189,299,FALSE,"1","02","02.1"
684079.3868,9817932.4519,300,FALSE,"1","02","02.1"
684217.1888,9819732.0347,301,FALSE,"1","02","02.1"
687162.3433,9820115.0804,302,FALSE,"1","02","02.1"
688906.1268,9822886.0994,303,FALSE,"1","02","02.1"
691453.7327,9821956.718,304,FALSE,"1","02","02.1"
692486.4151,9824599.1875,305,FALSE,"1","02","02.1"
694908.839,9827449.8241,306,FALSE,"1","02","02.1"
694461.3582,9829685.9385,307,FALSE,"1","02","02.1"
692242.4566,9829746.0459,308,FALSE,"1","02","02.1"
689947.0014,9831455.7935,309,FALSE,"1","02","02.1"
688658.6376,9831265.1221,310,FALSE,"1","02","02.1"
686710.6537,9832743.1165,311,FALSE,"1","02","02.1"
687174.9476,9834713.5795,312,FALSE,"1","02","02.1"
685925.0412,9836759.142,313,FALSE,"1","02","02.1"
686289.0274,9837982.0178,314,FALSE,"1","02","02.1"
683686.1901,9839067.67,315,FALSE,"1","02","02.1"
687256.8801,9841013.39,316,FALSE,"1","02","02.1"
687153.34,9842571.43,317,FALSE,"1","02","02.1"
686019.91,9845438.18,318,FALSE,"1","02","02.1"
686713.57,9846213.83,319,FALSE,"1","02","02.1"
690432.01,9845913.11,320,FALSE,"1","02","02.1"
691240.31,9847278.07,321,FALSE,"1","02","02.1"
690777.1201,9848644.89,322,FALSE,"1","02","02.1"
692083.1244,9852088.2753,323,FALSE,"1","02","02.1"
691154.3434,9853204.1616,324,FALSE,"1","02","02.1"
689906.4879,9852564.5907,325,FALSE,"1","02","02.1"
687421.63,9853395.3483,326,FALSE,"1","02","02.1"
686620.3464,9855332.9536,327,FALSE,"1","02","02.1"
685110.8261,9856899.068,328,FALSE,"1","02","02.1"
683084.798,9856271.3667,329,FALSE,"1","02","02.1"
682153.4925,9853547.8556,330,FALSE,"1","02","02.1"
678907.5236,9853598.8351,331,FALSE,"1","02","02.1"
679789.2105,9855662.518,332,FALSE,"1","02","02.1"
680825.3408,9855608.9242,333,FALSE,"1","02","02.1"
683655.8127,9859946.3951,334,FALSE,"1","02","02.1"
685287.9198,9864346.4451,335,FALSE,"1","02","02.1"
688406.6305,9866545.3316,336,FALSE,"1","02","02.1"
690283.1621,9866717.0584,337,FALSE,"1","02","02.1"
693593.1717,9866472.9242,338,FALSE,"1","02","02.1"
696020.9423,9867850.3038,339,FALSE,"1","02","02.1"
698006.0136,9870108.8125,340,FALSE,"1","02","02.1"
703145.0517,9871462.5694,341,FALSE,"1","02","02.1"
705155.2101,9871495.6266,342,FALSE,"1","02","02.1"
706449.9606,9872253.2754,343,FALSE,"1","02","02.1"
707802.9666,9871447.2058,344,FALSE,"1","02","02.1"
708819.9859,9872501.854,345,FALSE,"1","02","02.1"
710683.2103,9872842.1622,346,FALSE,"1","02","02.1"
712653.9988,9872203.3506,347,FALSE,"1","02","02.1"
715248.4279,9869409.9784,348,FALSE,"1","02","02.1"
717219.9789,9868559.8246,349,FALSE,"1","02","02.1"
717488.252,9867636.633,350,FALSE,"1","02","02.1"
721067.0165,9865786.6651,351,FALSE,"1","02","02.1"
724178.325,9865088.2746,352,FALSE,"1","02","02.1"
725741.1004,9865902.4889,353,FALSE,"1","02","02.1"
727141.9799,9865501.4934,354,FALSE,"1","02","02.1"
729823.624,9868582.5034,355,FALSE,"1","02","02.1"
730970.3987,9869187.8389,356,FALSE,"1","02","02.1"
732710.5529,9868397.0107,357,FALSE,"1","02","02.1"
736222.8699,9867581.653,358,FALSE,"1","02","02.1"
737900.2504,9868221.511,359,FALSE,"1","02","02.1"
770262.3294,9716934.1303,360,FALSE,"1","03","03.1"
769033.1841,9715194.0346,361,FALSE,"1","03","03.1"
764408.7163,9713070.6195,362,FALSE,"1","03","03.1"
764043.7446,9711636.3891,363,FALSE,"1","03","03.1"
764966.853,9709168.2875,364,FALSE,"1","03","03.1"
762806.8775,9707063.3024,365,FALSE,"1","03","03.1"
760372.7289,9706370.1029,366,FALSE,"1","03","03.1"
759589.2954,9704044.7094,367,FALSE,"1","03","03.1"
757519.0147,9704880.463,368,FALSE,"1","03","03.1"
755093.3335,9702809.4346,369,FALSE,"1","03","03.1"
752197.2231,9702355.2397,370,FALSE,"1","03","03.1"
750163.856,9704127.2323,371,FALSE,"1","03","03.1"
747963.5731,9704315.7277,372,FALSE,"1","03","03.1"
746143.5058,9701324.021,373,FALSE,"1","03","03.1"
744563.9206,9699740.5447,374,FALSE,"1","03","03.1"
745410.7773,9697531.6613,375,FALSE,"1","03","03.1"
745128.7692,9694706.4632,376,FALSE,"1","03","03.1"
744207.2065,9692756.7129,377,FALSE,"1","03","03.1"
742108.0269,9690486.9051,378,FALSE,"1","03","03.1"
742090.7973,9687351.5337,379,FALSE,"1","03","03.1"
739485.6035,9687740.7609,380,FALSE,"1","03","03.1"
736305.799,9687643.8288,381,FALSE,"1","03","03.1"
735253.9629,9686444.7436,382,FALSE,"1","03","03.1"
733392.2896,9686227.7267,383,FALSE,"1","03","03.1"
728515.961,9687078.5103,384,FALSE,"1","03","03.1"
728070.9255,9688517.2986,385,FALSE,"1","03","03.1"
728302.9536,9692165.4694,386,FALSE,"1","03","03.1"
727535.5432,9693784.9779,387,FALSE,"1","03","03.1"
725295.9858,9695944.8752,388,FALSE,"1","03","03.1"
722996.4822,9695952.2716,389,FALSE,"1","03","03.1"
723372.9801,9698419.474,390,FALSE,"1","03","03.1"
721828.8402,9698666.5749,391,FALSE,"1","03","03.1"
719950.5145,9702659.7233,392,FALSE,"1","03","03.1"
717927.2547,9703733.1679,393,FALSE,"1","03","03.1"
714099.5642,9701915.7211,394,FALSE,"1","03","03.1"
713456.5271,9700503.9548,395,FALSE,"1","03","03.1"
713684.7483,9698051.5597,396,FALSE,"1","03","03.1"
709495.1699,9699532.1215,397,FALSE,"1","03","03.1"
706353.6991,9699778.9171,398,FALSE,"1","03","03.1"
706249.9065,9698061.959,399,FALSE,"1","03","03.1"
704187.9631,9698043.6737,400,FALSE,"1","03","03.1"
703075.5283,9699290.8563,401,FALSE,"1","03","03.1"
698460.9359,9698909.6075,402,FALSE,"1","03","03.1"
697289.2179,9700260.0145,403,FALSE,"1","03","03.1"
695324.5392,9704132.2526,404,FALSE,"1","03","03.1"
695245.2757,9707741.0327,405,FALSE,"1","03","03.1"
694639.0182,9709296.5827,406,FALSE,"1","03","03.1"
695076.4471,9710907.4578,407,FALSE,"1","03","03.1"
693978.765,9715381.4607,408,FALSE,"1","03","03.1"
690692.0359,9716868.0339,409,FALSE,"1","03","03.1"
689583.4854,9716278.6902,410,FALSE,"1","03","03.1"
685988.0377,9717160.6786,411,FALSE,"1","03","03.1"
682784.9074,9716103.9357,412,FALSE,"1","03","03.1"
680904.8268,9717279.8902,413,FALSE,"1","03","03.1"
680073.3032,9720488.8481,414,FALSE,"1","03","03.1"
678466.4638,9723889.1712,415,FALSE,"1","03","03.1"
674928.2148,9723695.5779,416,FALSE,"1","03","03.1"
672661.671,9723083.6423,417,FALSE,"1","03","03.1"
671825.9911,9723772.3217,418,FALSE,"1","03","03.1"
669643.6939,9722582.9065,419,FALSE,"1","03","03.1"
668761.5765,9721053.559,420,FALSE,"1","03","03.1"
667238.5577,9720379.7724,421,FALSE,"1","03","03.1"
665398.9953,9720816.4366,422,FALSE,"1","03","03.1"
663229.1144,9723609.7121,423,FALSE,"1","03","03.1"
665475.6122,9725306.174,424,FALSE,"1","03","03.1"
669007.4217,9727185.3415,425,FALSE,"1","03","03.1"
675841.1728,9737044.5965,426,FALSE,"1","03","03.1"
674429.0605,9736926.2462,427,FALSE,"1","03","03.1"
674515.133,9739175.5647,428,FALSE,"1","03","03.1"
675692.6558,9739137.2179,429,FALSE,"1","03","03.1"
676130.1928,9741641.7611,430,FALSE,"1","03","03.1"
677509.4326,9741123.13,431,FALSE,"1","03","03.1"
678622.7279,9739233.9921,432,FALSE,"1","03","03.1"
682521.7442,9738691.9378,433,FALSE,"1","03","03.1"
685103.5886,9737618.1808,434,FALSE,"1","03","03.1"
686506.8178,9735367.7749,435,FALSE,"1","03","03.1"
688714.4168,9734356.3021,436,FALSE,"1","03","03.1"
689896.4293,9731220.3811,437,FALSE,"1","03","03.1"
690075.6022,9728368.6281,438,FALSE,"1","03","03.1"
690659.5634,9727211.2368,439,FALSE,"1","03","03.1"
693288.6951,9728114.762,440,FALSE,"1","03","03.1"
697200.0543,9733554.4112,441,FALSE,"1","03","03.1"
700198.2546,9736130.8294,442,FALSE,"1","03","03.1"
698961.1594,9737343.3465,443,FALSE,"1","03","03.1"
699089.7659,9740532.1457,444,FALSE,"1","03","03.1"
700215.5665,9741816.9607,445,FALSE,"1","03","03.1"
699177.4636,9744242.5379,446,FALSE,"1","03","03.1"
702895.4782,9745253.1671,447,FALSE,"1","03","03.1"
703188.0902,9747326.9555,448,FALSE,"1","03","03.1"
706022.9021,9752563.495,449,FALSE,"1","03","03.1"
706743.9443,9755255.729,450,FALSE,"1","03","03.1"
707934.7902,9752009.9074,451,FALSE,"1","03","03.1"
711224.4745,9750759.2757,452,FALSE,"1","03","03.1"
712188.3069,9749393.8465,453,FALSE,"1","03","03.1"
712330.1308,9747664.9917,454,FALSE,"1","03","03.1"
715548.3042,9745607.2194,455,FALSE,"1","03","03.1"
715393.0901,9744011.2156,456,FALSE,"1","03","03.1"
719270.8314,9739132.0505,457,FALSE,"1","03","03.1"
721842.0459,9737057.2905,458,FALSE,"1","03","03.1"
725050.2166,9736953.0987,459,FALSE,"1","03","03.1"
725210.8065,9735489.5879,460,FALSE,"1","03","03.1"
730895.6642,9733741.9915,461,FALSE,"1","03","03.1"
732204.8613,9732414.5289,462,FALSE,"1","03","03.1"
735907.2472,9735361.6282,463,FALSE,"1","03","03.1"
739325.6394,9734857.8552,464,FALSE,"1","03","03.1"
740971.3427,9736284.4757,465,FALSE,"1","03","03.1"
743149.7508,9737056.0843,466,FALSE,"1","03","03.1"
743813.7437,9736173.834,467,FALSE,"1","03","03.1"
745545.1142,9736225.2381,468,FALSE,"1","03","03.1"
744822.1808,9732727.0412,469,FALSE,"1","03","03.1"
